Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR,NameASCII,PlayerId,MLBAMID
"Matt Mervis","CHC",9,28,0,1,3,0,0.035714285,0.285714285,0.038461538,0.166666666,0.115384615,0.148148148,0.153846153,0.13907475603951347,0.163,-15.150358905750474,-0.21843418525531888,-3.9422772614603603,-0.8670552968978882,-0.40522906719231394,"Matt Mervis",27845,670223
"Santiago Espinal","CIN",35,116,2,9,14,5,0.077586206,0.146551724,0.079207921,0.209302325,0.198019801,0.254385964,0.277227722,0.2392485753486031,0.271,46.72451247271229,0.490158146712929,-6.647462563300581,-1.1132987141609192,-0.4070828744853916,"Santiago Espinal",19997,669289
"Jace Peterson","ARI",14,26,0,2,1,0,0.115384615,0.23076923,0,0.058823529,0.045454545,0.153846153,0.045454545,0.11450786315477811,0.251,-33.03655821114223,-0.035715417470782995,-4.030675027235416,-0.743982195854187,-0.40857467172176726,"Jace Peterson",12325,607054
"Alan Trejo","COL",13,25,0,0,0,0,0,0.24,0,0.105263157,0.08,0.08,0.08,0.07140256404876709,0.179,-77.20304741386967,-0.015533612546278164,-5.132107370863832,0.3741850219666958,-0.4103104968912237,"Alan Trejo",20056,676701
"Tim Anderson","MIA",36,128,0,9,6,3,0.046875,0.296875,0.024590164,0.285714285,0.196721311,0.234375,0.221311475,0.20888834679499269,0.223,30.823963565666062,0.14044452784582973,-10.086212435429056,1.7331096529960632,-0.42718725597140805,"Tim Anderson",15172,641313
"Tom Murphy","SFG",13,38,1,3,2,0,0.105263157,0.368421052,0.117647059,0.157894736,0.117647058,0.210526315,0.235294117,0.20880344980641416,0.249,35.01658647748476,0.0160956596955657,-2.835934813118677,-2.578238546848297,-0.4336112275246132,"Tom Murphy",13499,608596
"Christian Bethancourt","MIA",24,57,0,6,4,0,0.035087719,0.228070175,0.037735849,0.175,0.132075471,0.178571428,0.16981132,0.16302388054983957,0.245,-0.319178881507284,-0.04149596393108368,-6.6457971156079685,-0.04215127229690552,-0.5005620860376073,"Christian Bethancourt",10028,542194
"Michael Toglia","COL",15,49,4,7,8,0,0.020408163,0.408163265,0.255319149,0.04347826,0.106382978,0.142857142,0.361702127,0.21823576396825362,0.286,22.500440611570983,0.084746606182307,-4.30120017388004,-2.14857417345047,-0.5035444930927504,"Michael Toglia",25845,669911
"Yan Gomes","CHC",22,66,2,5,5,0,0.015151515,0.409090909,0.109375,0.277777777,0.1875,0.196969696,0.296875,0.2150367173281583,0.234,36.429750373923866,-0.042979336343705654,-4.888783920940769,-2.3208490014076233,-0.523735621200846,"Yan Gomes",9627,543228
"Christian Encarnacion-Strand","CIN",29,123,2,13,16,0,0.032520325,0.284552845,0.103448276,0.24691358,0.189655172,0.219512195,0.293103448,0.22635643898956176,0.306,37.97042304470249,0.13855727715417743,-8.673391720218046,-0.9411261081695557,-0.5764973779267986,"Christian Encarnacion-Strand",30011,687952
"Nick Martini","CIN",29,86,3,13,15,0,0.023255813,0.255813953,0.151898735,0.192982456,0.177215189,0.2,0.329113924,0.22739134816562429,0.253,38.67315277271733,-0.07357245869934559,-6.164972667290967,-2.4013330340385437,-0.5958680766576485,"Nick Martini",12005,605361
"Nolan Jones","COL",26,103,1,11,7,2,0.08737864,0.3592233,0.106382979,0.267857142,0.170212765,0.242718446,0.276595744,0.23217072966052035,0.231,31.962637756328956,0.23051238292828202,-7.863292615151714,-1.5959254503250122,-0.6299701661233205,"Nolan Jones",20529,666134
"Jake Burger","MIA",26,103,3,9,16,0,0.048543689,0.233009708,0.125,0.211267605,0.1875,0.22330097,0.3125,0.23586941749146842,0.289,49.14479877578687,-0.2585789687000215,-6.308373791326159,-3.5362486243247986,-0.6702647346387955,"Jake Burger",22275,669394
"Joey Meneses","WSN",39,169,1,7,21,2,0.082840236,0.195266272,0.046666666,0.268907563,0.22,0.289940828,0.266666666,0.25400660116048085,0.298,61.52523447019231,-0.23974571796134114,-7.749586518850121,-4.479349136352539,-0.6895063757389426,"Joey Meneses",14366,608841
"Omar Narváez","NYM",21,54,0,4,4,0,0.037037037,0.166666666,0.039215686,0.19047619,0.156862745,0.188679245,0.196078431,0.1753792627802435,0.195,13.137146604434955,-0.09970032051205635,-5.517162592882327,-2.8997262716293335,-0.6917816915741922,"Omar Narvaez",13338,553882
"Chris Taylor","LAD",26,72,0,4,5,1,0.125,0.416666666,0,0.161290322,0.083333333,0.211267605,0.083333333,0.16117529382168408,0.219,1.2875305321359014,-0.27754812920466065,-8.486213602033192,-0.8483154196292162,-0.7249836268080232,"Chris Taylor",13757,621035
"Rowdy Tellez","PIT",43,124,1,10,8,0,0.080645161,0.233870967,0.053571428,0.240963855,0.1875,0.258064516,0.241071428,0.23200606530712498,0.273,45.5658438939015,-0.7204629424959421,-8.516272544060694,-3.4953551292419434,-0.8236331140330289,"Rowdy Tellez",15679,642133
"Elehuris Montero","COL",39,144,2,10,15,0,0.069444444,0.201388888,0.090909091,0.27184466,0.227272727,0.277777777,0.318181818,0.2668380190928777,0.27,55.50261154079193,-1.8008794039487839,-9.20144750330227,-3.655468761920929,-0.8422996313032832,"Elehuris Montero",20543,660707
"Victor Scott II","STL",20,65,0,6,2,2,0.03076923,0.23076923,0.050847458,0.108695652,0.084745762,0.138461538,0.13559322,0.1300549708879911,0.203,-19.886332210349593,0.5453575244173408,-8.454819971588014,-1.9315110445022583,-0.8593493682667096,"Victor Scott II",31349,687363
"Jack Suwinski","PIT",45,147,3,14,12,4,0.102040816,0.258503401,0.106870229,0.208791208,0.167938931,0.25170068,0.27480916,0.23578529316803504,0.276,48.132036008370655,0.8711397456936538,-7.93497985495952,-5.785551488399506,-0.922135366433002,"Jack Suwinski",22244,669261
"Keibert Ruiz","WSN",25,100,2,5,6,0,0.03,0.17,0.07368421,0.157894736,0.147368421,0.19,0.221052631,0.1882080590724945,0.244,16.846346066491694,-0.20605741441249847,-9.809996169048317,-3.3869194984436035,-1.0312081629523906,"Keibert Ruiz",19610,660688
"Nick Castellanos","PHI",46,189,4,21,17,1,0.079365079,0.238095238,0.099415205,0.243902439,0.198830409,0.269841269,0.298245614,0.2587652146500885,0.29,64.61312127872023,-2.8902090159244835,-10.61473975839975,-5.640902042388916,-1.0407945863931822,"Nick Castellanos",11737,592206
